id,Topic,Subtopic,Purpose,Persuasion_Techniques,Call_to_Action,Keywords,Emojis,Hashtags,Mentioned_Entities,Linked_URLs,Bias,Subjectivity,Sentiment,Emotional_Intensity,Informality,Personal_Pronouns,Persuasiveness,Factual_vs_Opinion,Political_Orientation,Emotion_Type,Time_Reference,Directness,Clarity,Tone,Device_Usage,Style,Technique,Authenticity,Theme,tweet_text
1466045985315074058,IG - Darius Kirk / dee_kay3120 /mr.photogenictooreal nSC - king_deekay nCash App - $DeeKay3120 #BlackLivesMatter always,Personal Social Media Handles,Cash App Handle,To Inform,None,None,"IG, Darius Kirk, dee_kay3120, mr.photogenictooreal, SC, king_deekay, Cash App, $DeeKay3120, BlackLivesMatter",None,BlackLivesMatter,None,None,Neutral,Objective,Neutral,Calm,Casual,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466029312843333638,Thank you tonâ€œMichael and Connie Genuardiâ€nn#TheWoundedBlue #BlueLivesMatter  #ThinBlueLineFamily #BackTheBlue  #BackTheBadge  #Sheriff #PoliceOfficer  #EOW  #PTSDAwareness #PTSD #PeerSupport https://t.co/FRwrLoEELd,Appreciation,Support for law enforcement,Express gratitude,None,None,"Thank you, Michael and Connie Genuardi",None,"#TheWoundedBlue, #BlueLivesMatter, #ThinBlueLineFamily, #BackTheBlue, #BackTheBadge, #Sheriff, #PoliceOfficer, #EOW, #PTSDAwareness, #PTSD, #PeerSupport",Michael and Connie Genuardi,https://t.co/FRwrLoEELd,Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,None,Low,Opinionated,Right-leaning,Joy,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466022588669480964,"66 years ago today, #RosaParks refused to move to the back of the bus and was jailed for refusing to give up her seat on a public bus to a white man a violation of the Montgomery Alabama racial segregation laws. #History #BlackLivesMatter  #BlackHistory https://t.co/76IIYTt9tC",Rosa Parks and Racial Segregation,Rosa Parks' bus incident,Inform,None,None,"66 years ago, Rosa Parks, refused, move, back of the bus, jailed, seat, public bus, white man, violation, Montgomery Alabama racial segregation laws",None,"#RosaParks, #History, #BlackLivesMatter, #BlackHistory","Rosa Parks, Montgomery Alabama",https://t.co/76IIYTt9tC,Neutral,Objective,Neutral,Calm,Formal,Third person,Low,Factual,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Verified Facts,Social Issues
1466032555032027141,"When Other People Tell Your History | by William Spivey | Sep, 2020 | Medium - via @pensignal  https://t.co/Trm7uG1r5M #History #BlackTwitter #BlackLivesMatter",History,Black History,To inform,None,None,"History, BlackTwitter, BlackLivesMatter",None,"#History, #BlackTwitter, #BlackLivesMatter","William Spivey, @pensignal",https://t.co/Trm7uG1r5M,Neutral,Objective,Neutral,Calm,Semi-formal,Third person,Low,Factual,None,None,Past,Direct,Clear and Unambiguous,Passive,None,None,None,Verified Facts,Social Issues
1466042405325520905,Yikes! Carol Hafner for Congress (VoteHafner) misspelled Tucson #itstucson #verified https://t.co/5QQoKc7EZl,Political Campaign,Carol Hafner's Campaign Mistake,To Inform,None,None,"Carol Hafner, Congress, VoteHafner, misspelled, Tucson",,"#itstucson, #verified","Carol Hafner, Congress, VoteHafner, Tucson",https://t.co/5QQoKc7EZl,Neutral,Objective,Negative,Moderate,Semi-formal,None,Low,Factual,None,Surprise,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Verified Facts,Politics
1466030284714004481,RT @WoundedBlue: Thank you tonâ€œMichael and Connie Genuardiâ€nn#TheWoundedBlue #BlueLivesMatter  #ThinBlueLineFamily #BackTheBlue  #BackTheBadge  #Sheriff #PoliceOfficer  #EOW  #PTSDAwareness #PTSD #PeerSupport https://t.co/FRwrLoEELd,Law Enforcement Support,"Wounded Blue, PTSD Awareness",Express Gratitude,Appeal to Emotion,None,"Michael and Connie Genuardi, The Wounded Blue, Blue Lives Matter, Thin Blue Line Family, Back The Blue, Back The Badge, Sheriff, Police Officer, EOW, PTSD Awareness, PTSD, Peer Support",None,"#TheWoundedBlue, #BlueLivesMatter, #ThinBlueLineFamily, #BackTheBlue, #BackTheBadge, #Sheriff, #PoliceOfficer, #EOW, #PTSDAwareness, #PTSD, #PeerSupport","WoundedBlue, Michael and Connie Genuardi",https://t.co/FRwrLoEELd,Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,Third person,Medium,Mixed,Right-leaning,Gratitude,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466033653440524298,"#JosephineBaker, the entertainer and civil rights activist, is the first Black woman to be laid to rest at the France Pantheon. The #Iconâ€™s sacrifices made for others. We could only try to live up to that. nn #16Days #BlackLivesMatter #BlackHerstory #French https://t.co/oSlPGXgWx3",Josephine Baker's Legacy,Recognition of Josephine Baker's Contributions,To Inform and Express Admiration,"Appeal to Authority, Appeal to Emotion",None,"Josephine Baker, Entertainer, Civil Rights Activist, Black Woman, France Pantheon, Sacrifices, Live up to",None,"#JosephineBaker, #Icon, #16Days, #BlackLivesMatter, #BlackHerstory, #French","Josephine Baker, France Pantheon",https://t.co/oSlPGXgWx3,Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,We,Medium,Mixed,None,Admiration,Past,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,Social Issues
1466034869738291207,"I can't believe I was actually considering being a suic*de b*mber a couple years ago. I mean, I still want justice for Anwar Al-Awlaki. His life mattered. #BlackLivesMatter",Personal Reflection and Social Justice,"Anwar Al-Awlaki, Black Lives Matter","Express personal feelings, Advocate for social justice","Appeal to emotion, Personal anecdote",None,"suic*de b*mber, justice, Anwar Al-Awlaki, life mattered, BlackLivesMatter",,#BlackLivesMatter,Anwar Al-Awlaki,,Strong,Highly Subjective,Mixed,High,Casual,"I, His",Medium,Opinionated,Left-leaning,"Sadness, Anger",Past,Direct,Clear and Unambiguous,Assertive,,Deductive,"Storytelling, Anecdotal Evidence",Unverified Claims,Social Issues
1466035179856744449,RT @TomSchimmerPod: âœ¨NEWâœ¨Ep. 52 features @Hedreich in conversation about racial equity & cultural responsiveness.nnðŸŸ£Apple https://t.co/B42tm1aw7nnðŸŸ¢Spotify https://t.co/hl3eeH9nkO nðŸ”´YouTube https://t.co/6GZfZKVPLznn#TeachBetter #edchat #BlackLivesMatter #edutwitter #equity #education #educators https://t.co/7UesAKqSjs,Podcast Episode,Racial Equity & Cultural Responsiveness in Education,Inform,None,None,"NEW, Ep. 52, racial equity, cultural responsiveness, Apple, Spotify, YouTube","âœ¨, ðŸŸ£, ðŸŸ¢, ðŸ”´","TeachBetter, edchat, BlackLivesMatter, edutwitter, equity, education, educators","TomSchimmerPod, Hedreich","https://t.co/B42tm1aw7n, https://t.co/hl3eeH9nkO, https://t.co/6GZfZKVPLz, https://t.co/7UesAKqSjs",Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,Education
1466045839151878150,@MeghanMcCain What's madness is that anyone would be unwilling to sit in their home for a few days TO SAVE LIFES AND STOP THE SPREAD!!!! #JANDJ #VaxxUp #LOVE #BlackLivesMatter #TRANSRIGHTSAREHUMANRIGHTS #TAKETHEDAMNVAX,COVID-19 Vaccination,"Stay at home, Vaccination, Social Issues",Persuade,"Appeal to emotion, Appeal to responsibility",Hard,"madness, unwilling, home, save lives, stop the spread, vaccine",,"#JANDJ, #VaxxUp, #LOVE, #BlackLivesMatter, #TRANSRIGHTSAREHUMANRIGHTS, #TAKETHEDAMNVAX",@MeghanMcCain,,Strong,Highly Subjective,Mixed,High,Casual,their,High,Opinionated,None,"Anger, Fear",Present,Direct,Clear and Unambiguous,Aggressive,Exclamation,Deductive,Anecdotal Evidence,Unverified Claims,"Health and Wellness, Social Issues"
1466030628705652741,#GetVaccinated #VaccineMandates #GOPDeathCult #sciencenn#GOPHypocrisy #EndTheFilibuster #ExpandTheCourt #January6th #trumptheloser #AbortionRights #VotingRights #VoterSuppression #ClimateActionÂ #BlackLivesMatter #GunControl #BlueWave2022 #PresidentBiden #politicalcartoons https://t.co/Lkn3OHMJKR,Various political and social issues,"Vaccination, Political Parties, Climate Action, Racial Equality, Gun Control, Voting Rights, Abortion Rights",To express opinion,Hashtag usage,None,"Vaccination, Political Parties, Climate Action, Racial Equality, Gun Control, Voting Rights, Abortion Rights",None,"#GetVaccinated, #VaccineMandates, #GOPDeathCult, #sciencenn, #GOPHypocrisy, #EndTheFilibuster, #ExpandTheCourt, #January6th, #trumptheloser, #AbortionRights, #VotingRights, #VoterSuppression, #ClimateAction, #BlackLivesMatter, #GunControl, #BlueWave2022, #PresidentBiden, #politicalcartoons","GOP, President Biden",https://t.co/Lkn3OHMJKR,Strong,Highly Subjective,Negative,High,Casual,None,Medium,Opinionated,Left-leaning,Anger,Present,Indirect,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Politics
1465921682611265543,@MotownMan34 Thank you for your service n#Bluelivesmatter,Appreciation,Service,Express Gratitude,None,None,"Thank you, service, Bluelivesmatter",None,#Bluelivesmatter,@MotownMan34,None,Moderate,Somewhat Subjective,Positive,Moderate,Casual,Second person,Low,Opinionated,Right-leaning,Appreciation,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466031310053515274,"RT @jaceyhill: Here's a dedicated page on #BlackASL (#BASL) to make it easier to find #research, #teaching, and #news resources. There's also another page on #BlackDeaf #history, #culture, and #education. Please bookmark and share. Peace and blessings. #BlackLivesMatter https://t.co/N7bV6lAC9O",Black American Sign Language (Black ASL),"Research, Teaching, News Resources, History, Culture, Education","Inform, Share resources","Appeal to authority, Appeal to emotion",Soft,"Black ASL, BASL, research, teaching, news resources, Black Deaf, history, culture, education, bookmark, share",,"#BlackASL, #BASL, #research, #teaching, #news, #BlackDeaf, #history, #culture, #education, #BlackLivesMatter",@jaceyhill,https://t.co/N7bV6lAC9O,Neutral,Somewhat Subjective,Positive,Moderate,Semi-formal,"Here's, it, There's, another, Please",Medium,Mixed,None,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,"Education, Social Issues"
1466040483260608515,RT @FlafScotland: #RosaParks #HERstory #CivilRights #BlackLivesMatter https://t.co/4DrIFSUUYg,Civil Rights,"Rosa Parks, Black Lives Matter movement",To inform,None,None,"Rosa Parks, Civil Rights, Black Lives Matter",None,"#RosaParks, #HERstory, #CivilRights, #BlackLivesMatter",Rosa Parks,https://t.co/4DrIFSUUYg,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466040616366886921,RT @behearddc: Want to support a really cool kid and receive some awesome clothing? nnSupport Siok's artwork honoring Black Deaf Trans kids! nnVisit https://t.co/mhYRioNYohnnID credit to Najmann#DisabilitySolidarityn#blackTRANSlivesmatter n#ProtectBlackTransKidsn#BlackLivesMatter https://t.co/lJrmg59m5g,Support for Black Deaf Trans Kids,"Siok's Artwork, Clothing","Persuade, Inform","Appeal to Emotion, Appeal to Ethical Values",Hard,"support, Black Deaf Trans kids, artwork, clothing",,"#DisabilitySolidarity, #blackTRANSlivesmatter, #ProtectBlackTransKids, #BlackLivesMatter","@behearddc, Siok, Najmann","https://t.co/mhYRioNYoh, https://t.co/lJrmg59m5g",Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,you,High,Mixed,None,"Joy, Anticipation",Present,Direct,Clear and Unambiguous,Assertive,None,Inductive,None,Unverified Claims,Social Issues
1466039868945887237,"Join Phillipe Copeland @GandalfDaBlac & this faculty panel âž¡ï¸ Teaching w/in a Social Justice Framework Lightning Talk Fri., Dec. 3. n@adequadros @BUArtsnKaytlin Eldred @BUSargentnTy Furman @BUArtsInitiativnDavena Jackson @BUWheelocknAngela Onwuachi-Willig @BULawDeann@BU_Tweets",Educational event,Teaching within a Social Justice Framework,Inform,None,None,"Phillipe Copeland, faculty panel, Teaching, Social Justice Framework, Lightning Talk, Dec. 3",None,None,"@GandalfDaBlac, @adequadros, @BUArts, Kaytlin Eldred, @BUSargent, Ty Furman, @BUArtsInitiativ, Davena Jackson, @BUWheelock, Angela Onwuachi-Willig, @BULawDean, @BU_Tweets",None,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,Future,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,Education
1466045118398570497,"#BlueLivesMatter Police officer, two other victims killed in wild Georgia shooting https://t.co/zoU9S2OdKE via @nypost",Crime,Shooting Incident,Inform,None,None,"BlueLivesMatter, Police officer, victims, killed, Georgia, shooting",None,BlueLivesMatter,"Police officer, Georgia, @nypost",https://t.co/zoU9S2OdKE,Neutral,Objective,Negative,Moderate,Formal,None,Low,Factual,None,Sadness,Past,Direct,Clear and Unambiguous,Passive,None,Deductive,None,Verified Facts,Social Issues
1466041781733117954,RT @onlinegrowthguy: And this was such a genuine gesture by the @BCCI @ICC and @TheRealPCB to allow thier players and support staff to #TakeAKnee in support of #BlackLivesMatter during the #indiaVsPakistan match in @T20WorldCup,"Sports, Social Issues","Cricket, Anti-Racism Gesture",Inform,None,None,"genuine gesture, players, support staff, TakeAKnee, BlackLivesMatter, indiaVsPakistan, T20WorldCup",None,"TakeAKnee, BlackLivesMatter, indiaVsPakistan","onlinegrowthguy, BCCI, ICC, TheRealPCB, T20WorldCup",None,Neutral,Somewhat Subjective,Positive,Moderate,Semi-formal,Third person,Low,Mixed,None,Anticipation,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,"Sports, Social Issues"
1466047048155754501,Black Lives Matter Statement on Kyle Rittenhouse Verdict - Black Lives Matter: https://t.co/q7S3SSzfhU,Black Lives Matter Statement,Kyle Rittenhouse Verdict,To inform,None,None,"Black Lives Matter, Statement, Kyle Rittenhouse, Verdict",None,None,"Black Lives Matter, Kyle Rittenhouse",https://t.co/q7S3SSzfhU,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466048187299418112,"Twenty million black people donâ€™t even know their own history. Why? Because he took it away from you. And if you try and tell them how thoroughly and completely youâ€™ve been robbed, he says youâ€™re teaching hate. That's not hate, that's history. #BlackLivesMatter https://t.co/cw8t41TQCV",Black History,Lack of Knowledge,To criticize the erasure of black history and to raise awareness,"Appeal to emotion, Anecdotal evidence",None,"black people, history, robbed, teaching hate",None,#BlackLivesMatter,None,https://t.co/cw8t41TQCV,Strong,Highly Subjective,Negative,High,Semi-formal,"you, he, them",High,Opinionated,Left-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1466048448344457218,@NFL @nflnetwork #AlBundy #NFLTwitter #Football #ColinKaepernick #BLM #BlackLivesMatter #FJB https://t.co/LQpKlHowyr,Sports,American Football,Sharing Information,None,None,"NFL, Al Bundy, Football, Colin Kaepernick, BLM, Black Lives Matter, FJB",None,"AlBundy, NFLTwitter, Football, ColinKaepernick, BLM, BlackLivesMatter, FJB","NFL, nflnetwork",https://t.co/LQpKlHowyr,Neutral,Objective,Neutral,Calm,Casual,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Sports
1466048919226535946,"â€œGhost Roseâ€- 18 x 18- $160. DM to purchase. #kenjacksonstudios #blankkomix #streetart #stencilart #graffiti #graffitiart #urbanart #hamtramck #narrativeart #blacklivesmatter @ Detroit, Michigan https://t.co/LHhiDIu2Hs",Art,Street Art,To Sell,Scarcity,Hard,"Ghost Rose, 18 x 18, $160, DM to purchase",,"#kenjacksonstudios, #blankkomix, #streetart, #stencilart, #graffiti, #graffitiart, #urbanart, #hamtramck, #narrativeart, #blacklivesmatter","Detroit, Michigan",https://t.co/LHhiDIu2Hs,Neutral,Objective,Neutral,Calm,Casual,,Medium,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,,Deductive,Descriptive Imagery,Unverified Claims,Art
1466045037201002504,MDOT MTA TRANSIT EXPANDING ACCESS TO INCLUDE E-SCOOTERS & E-BIKESnhttps://t.co/u8g6aiI7kRn~~~~n#LifeInBmore #Baltimore #BaltimoreCity #CharmCity #BMore #blacklivesmatter #BmoreMusicCompany #SarahSargent #CraigPhillips #BmoreProductions #OriginalNorthwood #Northwood https://t.co/x0gvPiKxz9,Transit,Expansion of e-scooters and e-bikes,Inform,None,None,"MDOT, MTA, TRANSIT, EXPANDING, ACCESS, E-SCOOTERS, E-BIKES",None,"LifeInBmore, Baltimore, BaltimoreCity, CharmCity, BMore, blacklivesmatter, BmoreMusicCompany, SarahSargent, CraigPhillips, BmoreProductions, OriginalNorthwood, Northwood","MDOT, MTA, E-SCOOTERS, E-BIKES","https://t.co/u8g6aiI7kR, https://t.co/x0gvPiKxz9",Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Transportation
1466048764653629444,#BlackLivesMatter,Social Issues,Racial Equality,Express Support,None,None,BlackLivesMatter,None,BlackLivesMatter,None,None,Moderate,Somewhat Subjective,Neutral,Calm,Casual,None,Low,Opinionated,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,Social Issues
1466045489393061889,"Today is Rosa Parks Day. It's celebrated on Dec. 1 to honor the day she was arrested for not giving up her bus seat to a white person. nnTo quote her: ""The only tired I was, was tired of giving in.""n#RosaParks n#BlackLivesMatter ðŸ’žðŸŒˆðŸ™ðŸ¾ðŸ‡ºðŸ‡¸ https://t.co/2eSM33woVJ",Rosa Parks Day,Rosa Parks' act of defiance,To inform and commemorate,"Appeal to emotion, Quotation",None,"Rosa Parks Day, arrested, bus seat, white person, tired of giving in","💞, 🌈, 🙏🏾, 🇺🇸","#RosaParks, #BlackLivesMatter",Rosa Parks,https://t.co/2eSM33woVJ,Moderate,Somewhat Subjective,Mixed,Moderate,Semi-formal,First person,Medium,Mixed,Left-leaning,"Anticipation, Love",Past,Direct,Clear and Unambiguous,Assertive,Quotation,Deductive,Storytelling,Verified Facts,Social Issues
1466028267593424896,RT @asullivan6alice: @oXxRowanxXo Thanks Rowan!ðŸ’™ðŸŒŠðŸŒŠðŸŒŠðŸŒ²ðŸŒŽâ˜®ï¸ðŸ•ŠðŸ¶ðŸ¾ðŸ˜½ðŸˆðŸ»â€â„ï¸ðŸ¼âœŒï¸ðŸ•ŠnWednesday Follow Back Party #StrongerTogether n#SeasonOfPeaceðŸ•Š n#BeKindBeTheChange n#SpreadJoy n#RespectAllCulturesRaces n#VotingRightsNow n#wtpBLUE n#BlackLivesMatter n#LGBTQIA #ClimateAction n#SaveOurWildlife n#AdoptDontShop https://t.co/CT5dSuDlzS,Social Issues,"Voting rights, Racial equality, LGBTQIA rights, Climate change, Wildlife conservation, Pet adoption",Persuade,Appeal to emotion,Soft,"Follow Back Party, StrongerTogether, SeasonOfPeace, BeKindBeTheChange, SpreadJoy, RespectAllCulturesRaces, VotingRightsNow, wtpBLUE, BlackLivesMatter, LGBTQIA, ClimateAction, SaveOurWildlife, AdoptDontShop","💙, 🌊, 🌎, ☮️, 🕊️, 🐶, 🐾, 😻, 🐈, 🐻‍❄️, 🐼, ✌️, 🕊️","#StrongerTogether, #SeasonOfPeace, #BeKindBeTheChange, #SpreadJoy, #RespectAllCulturesRaces, #VotingRightsNow, #wtpBLUE, #BlackLivesMatter, #LGBTQIA, #ClimateAction, #SaveOurWildlife, #AdoptDontShop","@asullivan6alice, @oXxRowanxXo",https://t.co/CT5dSuDlzS,Strong,Highly Subjective,Positive,High,Casual,Second person,High,Opinionated,Left-leaning,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1466044626494791685,Baltimore Ravens Game Against Packers Changes Times: NFLnhttps://t.co/vasUWWpdBqn~~~~n#LifeInBmore #Baltimore #BaltimoreCity #CharmCity #BMore #blacklivesmatter #BmoreMusicCompany #SarahSargent #CraigPhillips #BmoreProductions #OriginalNorthwood #Northwood https://t.co/VD1qGbVZ4F,Sports,"NFL, Baltimore Ravens, Game Schedule",To Inform,None,None,"Baltimore Ravens, Packers, Game, NFL",None,"LifeInBmore, Baltimore, BaltimoreCity, CharmCity, BMore, blacklivesmatter, BmoreMusicCompany, SarahSargent, CraigPhillips, BmoreProductions, OriginalNorthwood, Northwood","Baltimore Ravens, Packers, NFL","https://t.co/vasUWWpdBqn, https://t.co/VD1qGbVZ4F",Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Neutral,None,None,None,Unverified Claims,Sports
1466048158459432961,"â€œThe Devil You Knowâ€- 18 x 18- $160. DM to purchase #kenjacksonstudios #blankkomix #streetart #stencilart #graffiti #graffitiart #urbanart #hamtramck #narrativeart #blacklivesmatter @ Detroit, Michigan https://t.co/RjWAhiMkJn",Art,"Street Art, Graffiti Art, Urban Art, Narrative Art",To sell art piece,None,Hard,"The Devil You Know, 18 x 18, $160, DM to purchase",None,"#kenjacksonstudios, #blankkomix, #streetart, #stencilart, #graffiti, #graffitiart, #urbanart, #hamtramck, #narrativeart, #blacklivesmatter","Detroit, Michigan",https://t.co/RjWAhiMkJn,Neutral,Objective,Neutral,Calm,Casual,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,Art
1466045482812256257,What we know about the omicron variantnhttps://t.co/2uWWVrZ11rn~~~~n#LifeInBmore #Baltimore #BaltimoreCity #CharmCity #BMore #blacklivesmatter #BmoreMusicCompany #SarahSargent #CraigPhillips #BmoreProductions #OriginalNorthwood #Northwood https://t.co/iJJu6lO1xH,Omicron Variant,Not Specified,To Inform,None,None,Omicron Variant,None,"LifeInBmore, Baltimore, BaltimoreCity, CharmCity, BMore, blacklivesmatter, BmoreMusicCompany, SarahSargent, CraigPhillips, BmoreProductions, OriginalNorthwood, Northwood","Sarah Sargent, Craig Phillips, Bmore Music Company, Bmore Productions, Original Northwood, Northwood","https://t.co/2uWWVrZ11r, https://t.co/iJJu6lO1xH",Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Neutral,None,Not Specified,None,Unverified Claims,Health and Wellness
1466050664048455689,I support Joe Biden #AmericanHero #BidenHarris #BlackLivesMatter #BidenInfrastructurePlan #BuildBackBetter #DemandDemocracy #DemocracyMatters #DemsJustDoIt #EPluribusUnum #ElectionIntegrity #IStandWithBiden #January6thCommission #StopVoterSuppression #VoteLikeDemocracyDependsOnIt,Politics,"Joe Biden, Democracy, Voting Rights",Express Support,"Appeal to Authority, Bandwagon",None,"Support, Joe Biden",None,"#AmericanHero, #BidenHarris, #BlackLivesMatter, #BidenInfrastructurePlan, #BuildBackBetter, #DemandDemocracy, #DemocracyMatters, #DemsJustDoIt, #EPluribusUnum, #ElectionIntegrity, #IStandWithBiden, #January6thCommission, #StopVoterSuppression, #VoteLikeDemocracyDependsOnIt",Joe Biden,None,Strong,Highly Subjective,Positive,Moderate,Semi-formal,I,Medium,Opinionated,Left-leaning,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Politics
1466053567547068424,"Another good one from the '#prolife/#AllLivesMatter' partynnThanks, @gop/#maga/@FoxNews/'#christian's for confirming: in addition to being cool with unnecessary deaths for Wall Street, it's also cool if kids die because of your defiance of science.nn#GetVaccinatedNown#WearAMask","COVID-19, Vaccination, Mask Wearing, and Political Stance","Criticism of GOP, MAGA, Fox News, and Christian stance on COVID-19 measures",To criticize and express dissatisfaction,"Appeal to emotion, Appeal to logic, Irony",Hard,"prolife, AllLivesMatter, gop, maga, FoxNews, christian, unnecessary deaths, Wall Street, kids die, defiance of science, GetVaccinatedNow, WearAMask",,"#prolife, #AllLivesMatter, #maga, #christian, #GetVaccinatedNow, #WearAMask","GOP, MAGA, Fox News",,Strong,Highly Subjective,Negative,High,Semi-formal,your,High,Opinionated,Left-leaning,"Anger, Disgust",Present,Direct,Clear and Unambiguous,Aggressive,,Deductive,Anecdotal Evidence,Unverified Claims,"Politics, Health and Wellness, Social Issues"
1466040678396407812,#GetVaccinated #VaccineMandates #GOPDeathCult #sciencenn#GOPHypocrisy #EndTheFilibuster #ExpandTheCourt #January6th #trumptheloser #AbortionRights #VotingRights #VoterSuppression #ClimateActionÂ #BlackLivesMatter #GunControl #BlueWave2022 #PresidentBiden #politicalcartoons https://t.co/OLCFytBmlN,Various political and social issues,"Vaccination, GOP, Filibuster, Court expansion, January 6th, Trump, Abortion rights, Voting rights, Voter suppression, Climate action, Black Lives Matter, Gun control, 2022 elections, President Biden, Political cartoons",To express opinion,Use of hashtags,None,"Vaccination, GOP, Filibuster, Court expansion, January 6th, Trump, Abortion rights, Voting rights, Voter suppression, Climate action, Black Lives Matter, Gun control, 2022 elections, President Biden, Political cartoons",None,"#GetVaccinated, #VaccineMandates, #GOPDeathCult, #sciencenn, #GOPHypocrisy, #EndTheFilibuster, #ExpandTheCourt, #January6th, #trumptheloser, #AbortionRights, #VotingRights, #VoterSuppression, #ClimateAction, #BlackLivesMatter, #GunControl, #BlueWave2022, #PresidentBiden, #politicalcartoons",None,https://t.co/OLCFytBmlN,Strong,Highly Subjective,Mixed,Moderate,Casual,None,Medium,Opinionated,Left-leaning,Anger,Mixed,Indirect,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Politics
1466052347868499972,RT @Meriiki: Another death in custody at damn Phyllis frost womens prison ðŸ’”â¤ï¸nn#BlackLivesMatter,Death in Custody,Phyllis Frost Women's Prison,To Inform,Appeal to Emotion,None,"Death, Custody, Phyllis Frost Women's Prison","ðŸ’”, â¤ï¸",BlackLivesMatter,"Meriiki, Phyllis Frost Women's Prison",None,Strong,Somewhat Subjective,Negative,High,Casual,None,Medium,Mixed,Left-leaning,Sadness,Past,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466061123011153926,RT @bigricanman: Rest In Peace brother ðŸ’™ðŸ–¤ðŸ˜ž #BlueLivesMatter,Death,Condolence Message,Express Feelings,Appeal to Emotion,None,"Rest In Peace, brother","💙, 🖤, 😞",BlueLivesMatter,@bigricanman,None,Neutral,Highly Subjective,Negative,High,Casual,Second person,Low,Opinionated,Right-leaning,Sadness,Present,Direct,Clear and Unambiguous,Passive,None,Deductive,None,Unverified Claims,Social Issues
1466051995593179148,#CurbFest #FreePoliticalPrisoners #PoliticalPrisoners #FreeThemAll #Abolition #Abolition #BlackLiberation #BlackLivesMatter #BLMBostonnnCurbFestBoston is Dec. 4 @ 11 amnnREGISTRATION: Use the QR code or this link: https://t.co/7cBf4Va1DVnnNone of us are free until weâ€™re all free. https://t.co/rjYzui6qNq,Political Activism,"Political Prisoners, Black Liberation","To Inform, To Persuade","Appeal to Emotion, Appeal to Unity",Soft,"CurbFest, Political Prisoners, Abolition, Black Liberation, Black Lives Matter, Registration, Free",,"#CurbFest, #FreePoliticalPrisoners, #PoliticalPrisoners, #FreeThemAll, #Abolition, #BlackLiberation, #BlackLivesMatter, #BLMBoston",,"https://t.co/7cBf4Va1DV, https://t.co/rjYzui6qNq",Strong,Highly Subjective,Mixed,Moderate,Semi-formal,"us, we",High,Opinionated,Left-leaning,Anticipation,Future,Direct,Clear and Unambiguous,Assertive,,Inductive,,Unverified Claims,"Politics, Social Issues"
